,preferred_taxon,id,sample_id,date,tvk,domin,record_status,sensitivity_precision,UnifiedPlusInd
50932,Galeopsis speciosa,12021580,6942192,03/08/2019,NHMSYS0000458954,4. 5-10%,C,NA,NA
56885,Genista anglica var. subinermis,10581904,6025716,01/07/2019,NBNSYS0000013995,2. < 1% (several indivs),C,NA,NA
56886,Genista anglica var. subinermis,10581951,6025730,01/07/2019,NBNSYS0000013995,1. < 1% (1-2 indivs),C,NA,NA
57422,Geranium nodosum,11681073,6692813,30/08/2019,NBNSYS0000003151,1. < 1% (1-2 indivs),C,NA,NA
57423,Geranium nodosum,11855879,6826421,26/08/2019,NBNSYS0000003151,1. < 1% (1-2 indivs),C,NA,NA
57424,Geranium nodosum,11856077,6826449,26/08/2019,NBNSYS0000003151,3. 1-4%,C,NA,NA
57425,Geranium nodosum,11681041,6692811,20/05/2019,NBNSYS0000003151,1. < 1% (1-2 indivs),C,NA,NA
67213,Hippuris,12040211,6956197,09/08/2019,NHMSYS0000459716,1. < 1% (1-2 indivs),C,NA,NA
71186,Hydrocotyle ranunculoides,12047543,6962133,06/10/2019,NHMSYS0000459812,5. 11-25%,V,NA,NA
71360,Hypericum hircinum,8893740,4695507,29/04/2018,NBNSYS0000002955,1. < 1% (1-2 indivs),C,NA,NA
73609,Inula crithmoides,11884438,6846229,15/06/2019,NBNSYS0000004398,3. 1-4%,V,NA,NA
74595,Juncus conglomeratus var. conglomeratus,11604165,6650346,23/08/2019,NBNSYS0100003624,3. 1-4%,C,NA,NA
76919,Lamiaceae,11719171,6720561,02/08/2019,NBNSYS0000160266,2. < 1% (several indivs),C,NA,NA
76920,Lamiastrum galeobdolon,11707534,6710931,02/09/2019,NBNSYS0000004239,4. 5-10%,V,NA,NA
76921,Lamiastrum galeobdolon,3803565,1852580,23/06/2016,NBNSYS0000004239,1. < 1% (1-2 indivs),V,NA,NA
76922,Lamiastrum galeobdolon,10378434,5870979,30/04/2019,NBNSYS0000004239,4. 5-10%,V,NA,NA
76923,Lamiastrum galeobdolon,10710320,6106011,03/07/2019,NBNSYS0000004239,4. 5-10%,V,NA,NA
76924,Lamiastrum galeobdolon,5580601,2779660,12/08/2017,NBNSYS0000004239,2. < 1% (several indivs),V,NA,NA
76925,Lamiastrum galeobdolon,10802706,6159061,09/07/2019,NBNSYS0000004239,3. 1-4%,C,NA,NA
76926,Lamiastrum galeobdolon,5589246,2783886,25/07/2017,NBNSYS0000004239,3. 1-4%,V,NA,NA
76927,Lamiastrum galeobdolon,6267138,3186972,10/05/2017,NBNSYS0000004239,2. < 1% (several indivs),V,NA,NA
76928,Lamiastrum galeobdolon,6759373,3484594,13/05/2018,NBNSYS0000004239,4. 5-10%,V,NA,NA
76929,Lamiastrum galeobdolon,6814070,3516149,19/05/2018,NBNSYS0000004239,4. 5-10%,C,NA,NA
76930,Lamiastrum galeobdolon,8334420,4293944,10/07/2018,NBNSYS0000004239,3. 1-4%,C,NA,NA
76931,Lamiastrum galeobdolon,7895141,3986092,24/05/2018,NBNSYS0000004239,2. < 1% (several indivs),C,NA,NA
76932,Lamiastrum galeobdolon,8334372,4293930,08/05/2018,NBNSYS0000004239,3. 1-4%,C,NA,NA
76933,Lamiastrum galeobdolon,6118578,3111675,28/05/2017,NBNSYS0000004239,2. < 1% (several indivs),C,NA,NA
76934,Lamiastrum galeobdolon,9804298,5361692,13/04/2019,NBNSYS0000004239,5. 11-25%,V,NA,NA
76935,Lamiastrum galeobdolon,5173513,2593257,16/06/2017,NBNSYS0000004239,4. 5-10%,C,NA,NA
76936,Lamiastrum galeobdolon,7917569,3998528,25/08/2018,NBNSYS0000004239,4. 5-10%,V,NA,NA
76937,Lamiastrum galeobdolon,6267190,3186979,10/05/2017,NBNSYS0000004239,3. 1-4%,V,NA,NA
76938,Lamiastrum galeobdolon,4814815,2360999,19/04/2017,NBNSYS0000004239,3. 1-4%,V,NA,NA
76939,Lamiastrum galeobdolon,2653569,1256445,07/09/2015,NBNSYS0000004239,3. 1-4%,V,NA,NA
76940,Lamiastrum galeobdolon,6118598,3111681,29/07/2017,NBNSYS0000004239,2. < 1% (several indivs),C,NA,NA
76941,Lamiastrum galeobdolon,3899561,1895326,18/08/2016,NBNSYS0000004239,2. < 1% (several indivs),V,NA,NA
76942,Lamiastrum galeobdolon,4887858,2405676,07/05/2017,NBNSYS0000004239,3. 1-4%,V,NA,NA
76946,Lamiastrum galeobdolon subsp. montanum,3917670,1900488,08/08/2016,NBNSYS0000004760,3. 1-4%,C,NA,NA
76947,Lamiastrum galeobdolon subsp. montanum,11998690,6925125,16/05/2019,NBNSYS0000004760,2. < 1% (several indivs),C,NA,NA
76948,Lamiastrum galeobdolon subsp. montanum,3917630,1256481,25/05/2015,NBNSYS0000004760,3. 1-4%,C,NA,NA
76949,Lamiastrum galeobdolon subsp. montanum,5795445,2887267,13/07/2017,NBNSYS0000004760,4. 5-10%,C,NA,NA
77786,Lathyrus aphaca,10790088,6152487,01/07/2019,NBNSYS0000003298,3. 1-4%,C,NA,NA
78626,Leontodon hispidus var. glabratus,12080911,6985775,07/07/2019,NBNSYS0000014019,2. < 1% (several indivs),C,NA,NA
78972,Ligusticum,9802653,5360810,13/04/2019,NHMSYS0000460333,3. 1-4%,V,NA,NA
78973,Ligusticum,10710748,6106100,03/07/2019,NHMSYS0000460333,3. 1-4%,V,NA,NA
79494,Listera cordata,5525055,2754303,21/06/2017,NHMSYS0021123729,1. < 1% (1-2 indivs),C,NA,NA
79495,Listera cordata,5525102,2754326,25/07/2017,NHMSYS0021123729,NA,C,NA,NA
82324,Lotus tenuis,11707028,6710672,01/09/2019,NHMSYS0000460472,5. 11-25%,V,NA,NA
82325,Lotus tenuis,11761970,6754822,11/08/2019,NHMSYS0000460472,2. < 1% (several indivs),C,NA,NA
83466,Marrubium vulgare,11767153,6758485,07/08/2019,NBNSYS0000004258,1. < 1% (1-2 indivs),C,NA,NA
83484,Matricaria disciformis,11771322,6761911,06/05/2019,NHMSYS0000460609,2. < 1% (several indivs),V,NA,NA
86620,Myosotis scorpioides x laxa = M. x suzae,11845883,6818975,20/09/2019,NHMSYS0001754538,2. < 1% (several indivs),C,NA,NA
86854,Myrtus communis,12103763,6996248,25/08/2019,NBNSYS0500000329,1. < 1% (1-2 indivs),V,NA,NA
86855,Myrtus communis,12103720,6996243,16/06/2019,NBNSYS0500000329,1. < 1% (1-2 indivs),C,NA,NA
87946,Onopordum acanthium,11884519,6846245,15/06/2019,NBNSYS0000004499,2. < 1% (several indivs),V,NA,NA
88020,Origanum,8798382,4606808,22/08/2018,NHMSYS0000461361,2. < 1% (several indivs),C,NA,NA
88159,Ornithogalum angustifolium,11771236,6761885,06/05/2019,NBNSYS0000002179,3. 1-4%,V,NA,NA
88717,Panicum miliaceum,12203116,7071765,26/09/2019,NBNSYS0000004667,9. 76-90%,V,NA,NA
89238,Petasites fragrans,10846223,6181254,15/07/2019,NHMSYS0000461630,5. 11-25%,C,NA,NA
89239,Petasites fragrans,10212690,5720778,13/05/2019,NHMSYS0000461630,7. 34-50%,C,NA,NA
90826,Pinus,12047537,6962133,06/10/2019,NHMSYS0000461702,1. < 1% (1-2 indivs),C,NA,NA
90827,Pinus,12047426,6962114,15/06/2019,NHMSYS0000461702,1. < 1% (1-2 indivs),C,NA,NA
94100,Platanthera,10846295,6181271,24/05/2019,NHMSYS0000461773,1. < 1% (1-2 indivs),C,NA,NA
96361,Polypodium vulgare sensu lato,5971689,3035637,19/07/2017,NHMSYS0000494763,1. < 1% (1-2 indivs),C,10000,NA
96362,Polypodium vulgare sensu lato,4012774,1944359,07/09/2016,NHMSYS0000494763,1. < 1% (1-2 indivs),V,10000,NA
96363,Polypodium vulgare sensu lato,5971793,3035697,19/07/2017,NHMSYS0000494763,1. < 1% (1-2 indivs),C,10000,NA
96364,Polypodium vulgare sensu lato,12152274,7028117,18/06/2015,NHMSYS0000494763,1. < 1% (1-2 indivs),C,NA,NA
96365,Polypodium vulgare sensu lato,12182325,7050578,19/07/2017,NHMSYS0000494763,1. < 1% (1-2 indivs),C,NA,NA
96366,Polypodium vulgare sensu lato,11872700,6837920,20/08/2019,NHMSYS0000494763,1. < 1% (1-2 indivs),V,NA,NA
96367,Polypodium vulgare sensu lato,4012642,1944337,09/06/2016,NHMSYS0000494763,1. < 1% (1-2 indivs),V,10000,NA
96368,Polypodium vulgare sensu lato,12182411,7050639,28/09/2017,NHMSYS0000494763,1. < 1% (1-2 indivs),C,NA,NA
96369,Polypodium vulgare sensu lato,5962046,3029544,23/08/2017,NHMSYS0000494763,2. < 1% (several indivs),V,NA,NA
96370,Polypodium vulgare sensu lato,12178897,7046709,09/06/2016,NHMSYS0000494763,1. < 1% (1-2 indivs),C,NA,NA
96371,Polypodium vulgare sensu lato,12180132,7047096,07/09/2016,NHMSYS0000494763,1. < 1% (1-2 indivs),C,NA,NA
96575,Potamogeton perfoliatus,11947127,6890902,26/05/2019,NBNSYS0000002134,2. < 1% (several indivs),C,NA,NA
96576,Potamogeton perfoliatus,11947218,6890931,01/09/2019,NBNSYS0000002134,2. < 1% (several indivs),C,NA,NA
100727,Prunus domestica subsp. domestica,11266826,6453622,20/08/2018,NHMSYS0000462083,1. < 1% (1-2 indivs),C,NA,NA
104747,Quercus robur forma fastigiata,10504507,5974192,20/06/2019,NHMSYS0019998083,2. < 1% (several indivs),C,NA,NA
106149,Ranunculus aquatilis,12103178,6996085,22/05/2019,NBNSYS0000002731,5. 11-25%,C,NA,NA
106150,Ranunculus aquatilis x fluitans,11824176,6804843,16/07/2019,NHMSYS0100002635,5. 11-25%,C,NA,NA
106151,Ranunculus aquatilis x fluitans,11824106,6804766,18/06/2019,NHMSYS0100002635,5. 11-25%,C,NA,NA
110357,Ribes sanguineum,10212696,5720778,13/05/2019,NBNSYS0000003516,1. < 1% (1-2 indivs),C,NA,NA
110358,Ribes sanguineum,10846229,6181254,15/07/2019,NBNSYS0000003516,1. < 1% (1-2 indivs),C,NA,NA
111116,Rosa micrantha,12067283,6975760,03/07/2017,NHMSYS0000462468,5. 11-25%,V,NA,NA
111117,Rosa micrantha,11797278,6782566,28/05/2019,NHMSYS0000462468,1. < 1% (1-2 indivs),V,NA,NA
111118,Rosa micrantha,12067302,6975762,25/08/2017,NHMSYS0000462468,5. 11-25%,V,NA,NA
111119,Rosa micrantha,12067025,6975699,20/06/2019,NHMSYS0000462468,3. 1-4%,V,NA,NA
111120,Rosa micrantha,12067053,6975707,20/06/2019,NHMSYS0000462468,3. 1-4%,V,NA,NA
111121,Rosa obtusifolia,10393046,5883936,03/06/2019,NBNSYS0000003404,1. < 1% (1-2 indivs),C,NA,NA
119160,Rumex crispus subsp. crispus,10550469,6006679,30/06/2019,NHMSYS0000462972,1. < 1% (1-2 indivs),C,NA,NA
119164,Rumex crispus x obtusifolius = R. x pratensis,11042153,6298524,10/05/2019,NBNSYS0000161965,3. 1-4%,C,NA,NA
120526,Rumex obtusifolius var. obtusifolius,10849457,6182501,24/05/2019,NBNSYS0000003792,2. < 1% (several indivs),C,NA,NA
120543,Rumex patientia,12000517,6927265,06/06/2019,NBNSYS0000003786,1. < 1% (1-2 indivs),C,NA,NA
120545,Rumex salicifolius,11276630,6459439,07/08/2019,NHMSYS0000462993,3. 1-4%,C,NA,NA
121280,Salix caprea x aurita = S. x capreola,12066197,6974102,10/05/2019,NHMSYS0001754399,1. < 1% (1-2 indivs),V,NA,NA
121281,Salix caprea x aurita = S. x capreola,12066310,6974241,13/07/2019,NHMSYS0001754399,1. < 1% (1-2 indivs),V,NA,NA
122416,Scandix pecten-veneris,10422543,5909801,19/05/2019,NBNSYS0000003643,3. 1-4%,C,NA,NA
122417,Schedonnardus,11198555,6414956,14/05/2019,NHMSYS0000463271,3. 1-4%,C,NA,NA
124458,Sesleria,11537383,6607661,12/07/2019,NHMSYS0000463474,6. 26-33%,C,NA,NA
124459,Sesleria,11537735,6607798,12/07/2019,NHMSYS0000463474,5. 11-25%,C,NA,NA
124555,Silene acaulis,12049726,6963147,25/05/2019,NBNSYS0000002992,3. 1-4%,V,NA,NA
124556,Silene acaulis,12049526,6963068,25/05/2019,NBNSYS0000002992,1. < 1% (1-2 indivs),V,NA,NA
125622,Silene latifolia x dioica = S. x hampeana,10093183,5626784,12/05/2019,NHMSYS0001754482,1. < 1% (1-2 indivs),V,NA,NA
127368,Sparganium emersum/erectum,12192416,7058710,10/08/2019,NHMSYS0021130749,4. 5-10%,V,NA,NA
129662,Stellaria pallida,11855598,6826343,21/06/2019,NHMSYS0000464011,2. < 1% (several indivs),C,NA,NA
130051,Symphoricarpos,12008105,6932246,19/05/2019,NHMSYS0000464103,4. 5-10%,C,NA,NA
130052,Symphoricarpos,12008159,6932270,21/07/2019,NHMSYS0000464103,4. 5-10%,C,NA,NA
131838,Taraxacum sect. vulgaria,12164353,7035393,18/08/2019,NHMSYS0020083541,3. 1-4%,C,NA,NA
131839,Taraxacum sect. vulgaria,12164410,7035431,20/08/2019,NHMSYS0020083541,3. 1-4%,C,NA,NA
131840,Taraxacum sect. vulgaria,12164475,7035448,20/08/2019,NHMSYS0020083541,3. 1-4%,C,NA,NA
132577,Thymus pulegioides,11719313,6720616,27/08/2019,NBNSYS0000004208,3. 1-4%,C,NA,NA
132578,Thymus pulegioides,10203194,5712622,09/05/2019,NBNSYS0000004208,3. 1-4%,C,NA,NA
133384,Trifolium constantinopolitanum,12143830,7023210,19/06/2019,NBNSYS0000014415,2. < 1% (several indivs),C,NA,NA
133385,Trifolium constantinopolitanum,12103681,6996240,05/06/2019,NBNSYS0000014415,4. 5-10%,C,NA,NA
133386,Trifolium constantinopolitanum,12143956,7023221,26/08/2019,NBNSYS0000014415,3. 1-4%,C,NA,NA
133387,Trifolium constantinopolitanum,11895879,6852403,18/09/2019,NBNSYS0000014415,1. < 1% (1-2 indivs),C,NA,NA
133388,Trifolium constantinopolitanum,12664831,7449996,01/06/2019,NBNSYS0000014415,2. < 1% (several indivs),C,NA,NA
134901,Trifolium purpureum,12078146,6984603,30/08/2019,NHMSYS0000464582,3. 1-4%,C,NA,NA
134902,Trifolium purpureum,12077969,6984578,26/06/2019,NHMSYS0000464582,3. 1-4%,C,NA,NA
138338,Ulmus minor,11943286,6887348,20/05/2019,NHMSYS0100003177,1. < 1% (1-2 indivs),C,NA,NA
143731,Vaccinium corymbosum,11884308,6846155,01/08/2019,NBNSYS0000033466,4. 5-10%,C,NA,NA
146818,Veronica spicata,11094268,6340430,14/07/2019,NBNSYS0000004105,1. < 1% (1-2 indivs),C,NA,NA
149444,Zostera,12049994,6963230,31/08/2019,NHMSYS0021060374,3. 1-4%,C,NA,NA
149445,Zostera,12049580,6963083,23/05/2019,NHMSYS0021060374,3. 1-4%,C,NA,NA
